8,0.094,0.657,188,0.010000,0.000100
9,0.101,0.711,189,0.010000,0.000100
10,0.105,0.690,190,0.010000,0.000100
11,0.133,0.674,191,0.010000,0.000100
12,0.114,0.702,192,0.010000,0.000100
1,0.190,0.700,184,0.010000,0.000100
2,0.105,0.716,175,0.010000,0.000100
3,0.106,0.694,193,0.010000,0.000100
4,0.103,0.667,194,0.010000,0.000100
5,0.109,0.723,195,0.010000,0.000100
6,0.096,0.704,196,0.010000,0.000100
7,0.102,0.724,197,0.010000,0.000100
8,0.111,0.668,198,0.010000,0.000100
9,0.153,0.708,199,0.010000,0.000100
10,0.134,0.700,200,0.010000,0.000100
11,0.141,0.655,201,0.010000,0.000100
12,0.196,0.718,202,0.010000,0.000100
1,0.116,0.717,197,0.010000,0.000100
2,0.098,0.690,195,0.010000,0.000100
3,0.134,0.698,203,0.010000,0.000100
4,0.101,0.717,204,0.010000,0.000100
5,0.170,0.696,205,0.010000,0.000100
6,0.112,0.665,206,0.010000,0.000100
7,0.154,0.702,207,0.010000,0.000100
8,0.104,0.632,208,0.010000,0.000100
9,0.107,0.721,209,0.010000,0.000100
10,0.140,0.718,210,0.010000,0.000100
11,0.110,0.623,211,0.010000,0.000100
12,0.229,0.718,212,0.010000,0.000100
1,0.135,0.725,209,0.010000,0.000100
2,0.193,0.724,210,0.010000,0.000100
3,0.171,0.715,213,0.010000,0.000100
4,0.115,0.660,214,0.010000,0.000100
5,0.186,0.720,215,0.010000,0.000100
6,0.100,0.658,216,0.010000,0.000100
7,0.092,0.653,217,0.010000,0.000100
8,0.117,0.651,218,0.010000,0.000100
9,0.106,0.623,219,0.010000,0.000100
10,0.101,0.620,220,0.010000,0.000100
11,0.100,0.713,221,0.010000,0.000100
12,0.092,0.694,222,0.010000,0.000100
1,0.143,0.704,209,0.010000,0.000100
2,0.175,0.724,210,0.010000,0.000100
3,0.102,0.619,223,0.010000,0.000100
4,0.097,0.707,224,0.010000,0.000100
5,0.110,0.732,225,0.010000,0.000100
6,0.095,0.647,226,0.010000,0.000100
7,0.094,0.637,227,0.010000,0.000100
8,0.185,0.688,228,0.010000,0.000100
9,0.130,0.726,229,0.010000,0.000100
10,0.102,0.662,230,0.010000,0.000100
11,0.102,0.624,231,0.010000,0.000100
12,0.163,0.724,232,0.010000,0.000100
1,0.102,0.711,225,0.010000,0.000100
2,0.110,0.712,229,0.010000,0.000100
3,0.092,0.714,233,0.010000,0.000100
4,0.095,0.702,234,0.010000,0.000100
5,0.167,0.711,235,0.010000,0.000100
6,0.100,0.719,236,0.010000,0.000100
7,0.106,0.729,237,0.010000,0.000100
8,0.111,0.706,238,0.010000,0.000100
9,0.190,0.702,239,0.010000,0.000100
10,0.193,0.741,240,0.010000,0.000100
11,0.109,0.694,241,0.010000,0.000100
12,0.091,0.729,242,0.010000,0.000100
1,0.152,0.731,240,0.010000,0.000100
2,0.175,0.724,242,0.010000,0.000100
3,0.169,0.724,243,0.010000,0.000100
4,0.108,0.714,244,0.010000,0.000100
5,0.102,0.674,245,0.010000,0.000100
6,0.173,0.711,246,0.010000,0.000100
7,0.108,0.696,247,0.010000,0.000100
8,0.187,0.725,248,0.010000,0.000100
9,0.102,0.655,249,0.010000,0.000100
10,0.148,0.722,250,0.010000,0.000100
11,0.111,0.698,251,0.010000,0.000100
12,0.170,0.704,252,0.010000,0.000100
1,0.130,0.709,240,0.010000,0.000100
2,0.110,0.724,248,0.010000,0.000100
3,0.106,0.705,253,0.010000,0.000100
4,0.168,0.730,254,0.010000,0.000100
5,0.111,0.723,255,0.010000,0.000100
6,0.120,0.683,256,0.010000,0.000100
7,0.134,0.711,257,0.010000,0.000100
8,0.120,0.689,258,0.010000,0.000100
9,0.111,0.699,259,0.010000,0.000100
10,0.099,0.693,260,0.010000,0.000100
11,0.101,0.724,261,0.010000,0.000100
12,0.098,0.698,262,0.010000,0.000100
1,0.111,0.721,254,0.010000,0.000100
2,0.124,0.717,261,0.010000,0.000100
3,0.110,0.711,263,0.010000,0.000100
4,0.112,0.723,264,0.010000,0.000100
5,0.096,0.726,265,0.010000,0.000100
6,0.123,0.709,266,0.010000,0.000100
7,0.092,0.691,267,0.010000,0.000100
8,0.102,0.698,268,0.010000,0.000100
9,0.099,0.682,269,0.010000,0.000100
10,0.108,0.685,270,0.010000,0.000100
11,0.104,0.653,271,0.010000,0.000100
12,0.107,0.739,272,0.010000,0.000100
1,0.153,0.702,272,0.010000,0.000100
2,0.159,0.713,265,0.010000,0.000100
3,0.096,0.622,273,0.010000,0.000100
4,0.136,0.722,274,0.010000,0.000100
5,0.113,0.691,275,0.010000,0.000100
6,0.099,0.662,276,0.010000,0.000100
7,0.095,0.635,277,0.010000,0.000100
8,0.100,0.648,278,0.010000,0.000100
9,0.123,0.698,279,0.010000,0.000100
10,0.141,0.711,280,0.010000,0.000100
11,0.128,0.724,281,0.010000,0.000100
12,0.108,0.693,282,0.010000,0.000100
1,0.132,0.723,281,0.010000,0.000100
2,0.149,0.716,274,0.010000,0.000100
3,0.102,0.728,283,0.010000,0.000100
4,0.106,0.720,284,0.010000,0.000100
5,0.103,0.707,285,0.010000,0.000100
6,0.137,0.708,286,0.010000,0.000100
7,0.112,0.685,287,0.010000,0.000100
8,0.098,0.635,288,0.010000,0.000100
9,0.123,0.712,289,0.010000,0.000100
10,0.131,0.698,290,0.010000,0.000100
11,0.106,0.636,291,0.010000,0.000100
12,0.095,0.713,292,0.010000,0.000100
1,0.099,0.699,283,0.010000,0.000100
2,0.108,0.701,281,0.010000,0.000100
3,0.116,0.694,293,0.010000,0.000100
4,0.136,0.704,294,0.010000,0.000100
5,0.105,0.695,295,0.010000,0.000100
6,0.102,0.717,296,0.010000,0.000100
7,0.113,0.737,297,0.010000,0.000100
8,0.111,0.711,298,0.010000,0.000100
9,0.108,0.694,299,0.010000,0.000100
10,0.097,0.711,300,0.010000,0.000100
11,0.105,0.718,301,0.010000,0.000100
12,0.103,0.713,302,0.010000,0.000100
1,0.135,0.703,297,0.010000,0.000100
2,0.141,0.696,301,0.010000,0.000100
3,0.126,0.701,303,0.010000,0.000100
4,0.112,0.725,304,0.010000,0.000100
5,0.114,0.715,305,0.010000,0.000100
6,0.114,0.710,306,0.010000,0.000100
7,0.103,0.717,307,0.010000,0.000100
8,0.103,0.713,308,0.010000,0.000100
9,0.107,0.714,309,0.010000,0.000100
10,0.142,0.720,310,0.010000,0.000100
11,0.121,0.722,311,0.010000,0.000100
12,0.103,0.703,312,0.010000,0.000100
1,0.133,0.703,304,0.010000,0.000100
2,0.167,0.706,311,0.010000,0.000100
3,0.103,0.725,313,0.010000,0.000100
4,0.092,0.713,314,0.010000,0.000100
5,0.131,0.726,315,0.010000,0.000100
6,0.107,0.707,316,0.010000,0.000100
7,0.102,0.713,317,0.010000,0.000100
8,0.103,0.693,318,0.010000,0.000100
9,0.130,0.729,319,0.010000,0.000100
10,0.145,0.684,320,0.010000,0.000100
11,0.181,0.708,321,0.010000,0.000100
12,0.162,0.716,322,0.010000,0.000100
1,0.125,0.717,319,0.010000,0.000100
2,0.126,0.698,315,0.010000,0.000100
3,0.093,0.707,323,0.010000,0.000100
4,0.118,0.721,324,0.010000,0.000100
5,0.095,0.689,325,0.010000,0.000100
6,0.089,0.675,326,0.010000,0.000100
7,0.094,0.708,327,0.010000,0.000100
8,0.098,0.730,328,0.010000,0.000100
9,0.104,0.699,329,0.010000,0.000100
10,0.103,0.708,330,0.010000,0.000100
11,0.087,0.706,331,0.010000,0.000100
12,0.120,0.709,332,0.010000,0.000100
1,0.117,0.702,328,0.010000,0.000100
2,0.114,0.707,324,0.010000,0.000100
3,0.099,0.691,333,0.010000,0.000100
4,0.129,0.693,334,0.010000,0.000100
5,0.101,0.647,335,0.010000,0.000100
6,0.117,0.730,336,0.010000,0.000100
7,0.104,0.678,337,0.010000,0.000100
8,0.097,0.668,338,0.010000,0.000100
9,0.118,0.700,339,0.010000,0.000100
10,0.128,0.685,340,0.010000,0.000100
11,0.111,0.692,341,0.010000,0.000100
12,0.115,0.710,342,0.010000,0.000100
1,0.110,0.717,336,0.010000,0.000100
2,0.120,0.731,342,0.010000,0.000100
3,0.110,0.729,343,0.010000,0.000100
4,0.140,0.696,344,0.010000,0.000100
5,0.098,0.697,345,0.010000,0.000100
6,0.103,0.718,346,0.010000,0.000100
7,0.097,0.705,347,0.010000,0.000100
8,0.136,0.720,348,0.010000,0.000100
9,0.111,0.668,349,0.010000,0.000100
10,0.095,0.668,350,0.010000,0.000100
11,0.116,0.669,351,0.010000,0.000100
12,0.096,0.692,352,0.010000,0.000100
1,0.138,0.709,342,0.010000,0.000100
2,0.105,0.725,343,0.010000,0.000100
3,0.108,0.687,353,0.010000,0.000100
4,0.100,0.701,354,0.010000,0.000100
5,0.123,0.698,355,0.010000,0.000100
6,0.151,0.656,356,0.010000,0.000100
7,0.106,0.736,357,0.010000,0.000100
8,0.110,0.688,358,0.010000,0.000100
9,0.115,0.662,359,0.010000,0.000100
10,0.108,0.730,360,0.010000,0.000100
11,0.098,0.710,361,0.010000,0.000100
12,0.111,0.729,362,0.010000,0.000100
1,0.151,0.723,357,0.010000,0.000100
2,0.112,0.717,360,0.010000,0.000100
3,0.100,0.717,363,0.010000,0.000100
4,0.112,0.736,364,0.010000,0.000100
5,0.103,0.738,365,0.010000,0.000100
6,0.096,0.719,366,0.010000,0.000100
7,0.112,0.722,367,0.010000,0.000100
8,0.121,0.738,368,0.010000,0.000100
9,0.118,0.709,369,0.010000,0.000100
10,0.156,0.722,370,0.010000,0.000100
11,0.102,0.684,371,0.010000,0.000100
12,0.101,0.706,372,0.010000,0.000100
1,0.102,0.723,365,0.010000,0.000100
2,0.120,0.732,368,0.010000,0.000100
3,0.135,0.695,373,0.010000,0.000100
4,0.104,0.716,374,0.010000,0.000100
5,0.094,0.706,375,0.010000,0.000100
6,0.102,0.674,376,0.010000,0.000100
7,0.099,0.718,377,0.010000,0.000100
8,0.097,0.700,378,0.010000,0.000100
9,0.100,0.710,379,0.010000,0.000100
10,0.100,0.737,380,0.010000,0.000100
11,0.095,0.728,381,0.010000,0.000100
12,0.107,0.690,382,0.010000,0.000100
1,0.104,0.710,380,0.010000,0.000100
2,0.117,0.722,368,0.010000,0.000100
3,0.119,0.718,383,0.010000,0.000100
4,0.102,0.725,384,0.010000,0.000100
5,0.112,0.690,385,0.010000,0.000100
6,0.155,0.711,386,0.010000,0.000100
7,0.133,0.695,387,0.010000,0.000100
8,0.102,0.689,388,0.010000,0.000100
9,0.100,0.706,389,0.010000,0.000100
10,0.099,0.731,390,0.010000,0.000100
11,0.100,0.705,391,0.010000,0.000100
12,0.119,0.679,392,0.010000,0.000100
1,0.107,0.711,390,0.010000,0.000100
2,0.138,0.718,384,0.010000,0.000100
3,0.140,0.727,393,0.010000,0.000100
4,0.092,0.684,394,0.010000,0.000100
5,0.098,0.720,395,0.010000,0.000100
6,0.134,0.716,396,0.010000,0.000100
7,0.112,0.689,397,0.010000,0.000100
8,0.101,0.724,398,0.010000,0.000100
9,0.102,0.688,399,0.010000,0.000100
10,0.114,0.693,400,0.010000,0.000100
11,0.098,0.685,401,0.010000,0.000100
12,0.101,0.660,402,0.010000,0.000100
1,0.124,0.712,393,0.010000,0.000100
2,0.119,0.697,398,0.010000,0.000100
3,0.096,0.679,403,0.010000,0.000100
4,0.100,0.700,404,0.010000,0.000100
5,0.113,0.700,405,0.010000,0.000100
6,0.107,0.682,406,0.010000,0.000100
7,0.123,0.729,407,0.010000,0.000100
8,0.115,0.678,408,0.010000,0.000100
9,0.099,0.705,409,0.010000,0.000100
10,0.103,0.715,410,0.010000,0.000100
11,0.117,0.715,411,0.010000,0.000100
12,0.098,0.706,412,0.010000,0.000100
1,0.111,0.706,407,0.010000,0.000100
2,0.145,0.731,411,0.010000,0.000100
3,0.141,0.707,413,0.010000,0.000100
4,0.141,0.716,414,0.010000,0.000100
5,0.114,0.692,415,0.010000,0.000100
6,0.100,0.700,416,0.010000,0.000100
7,0.106,0.678,417,0.010000,0.000100
8,0.102,0.679,418,0.010000,0.000100
9,0.128,0.671,419,0.010000,0.000100
10,0.126,0.676,420,0.010000,0.000100
11,0.111,0.720,421,0.010000,0.000100
12,0.150,0.711,422,0.010000,0.000100
1,0.139,0.728,411,0.010000,0.000100
2,0.163,0.665,421,0.010000,0.000100
3,0.155,0.724,423,0.010000,0.000100
4,0.115,0.735,424,0.010000,0.000100
5,0.123,0.730,425,0.010000,0.000100
6,0.114,0.729,426,0.010000,0.000100
7,0.114,0.719,427,0.010000,0.000100
8,0.123,0.706,428,0.010000,0.000100
9,0.114,0.731,429,0.010000,0.000100
10,0.138,0.716,430,0.010000,0.000100
11,0.105,0.732,431,0.010000,0.000100
12,0.132,0.738,432,0.010000,0.000100
1,0.155,0.723,432,0.010000,0.000100
2,0.147,0.728,424,0.010000,0.000100
3,0.126,0.729,433,0.010000,0.000100
4,0.100,0.705,434,0.010000,0.000100
5,0.109,0.706,435,0.010000,0.000100
6,0.140,0.736,436,0.010000,0.000100
7,0.104,0.684,437,0.010000,0.000100
8,0.173,0.695,438,0.010000,0.000100
9,0.157,0.723,439,0.010000,0.000100
10,0.138,0.724,440,0.010000,0.000100
11,0.118,0.736,441,0.010000,0.000100
12,0.153,0.720,442,0.010000,0.000100
1,0.153,0.686,441,0.010000,0.000100
2,0.157,0.703,436,0.010000,0.000100
3,0.102,0.713,443,0.010000,0.000100
4,0.149,0.680,444,0.010000,0.000100
5,0.107,0.675,445,0.010000,0.000100
6,0.187,0.698,446,0.010000,0.000100
7,0.139,0.723,447,0.010000,0.000100
8,0.098,0.664,448,0.010000,0.000100
9,0.117,0.705,449,0.010000,0.000100
10,0.107,0.724,450,0.010000,0.000100
11,0.101,0.686,451,0.010000,0.000100
12,0.110,0.713,452,0.010000,0.000100
1,0.148,0.734,450,0.010000,0.000100
2,0.151,0.724,447,0.010000,0.000100
3,0.137,0.730,453,0.010000,0.000100
4,0.137,0.723,454,0.010000,0.000100
5,0.149,0.726,455,0.010000,0.000100
6,0.142,0.707,456,0.010000,0.000100
7,0.100,0.720,457,0.010000,0.000100
8,0.098,0.700,458,0.010000,0.000100
9,0.098,0.720,459,0.010000,0.000100
10,0.147,0.700,460,0.010000,0.000100
11,0.132,0.721,461,0.010000,0.000100
12,0.155,0.716,462,0.010000,0.000100
1,0.144,0.667,450,0.010000,0.000100
2,0.146,0.716,453,0.010000,0.000100
3,0.123,0.712,463,0.010000,0.000100
4,0.149,0.704,464,0.010000,0.000100
5,0.118,0.723,465,0.010000,0.000100
6,0.099,0.694,466,0.010000,0.000100
7,0.099,0.697,467,0.010000,0.000100
8,0.144,0.721,468,0.010000,0.000100
9,0.127,0.696,469,0.010000,0.000100
10,0.116,0.723,470,0.010000,0.000100
11,0.113,0.709,471,0.010000,0.000100
12,0.097,0.681,472,0.010000,0.000100
1,0.146,0.680,470,0.010000,0.000100
2,0.132,0.717,465,0.010000,0.000100
3,0.105,0.718,473,0.010000,0.000100
4,0.131,0.694,474,0.010000,0.000100
5,0.103,0.719,475,0.010000,0.000100
6,0.173,0.706,476,0.010000,0.000100
7,0.135,0.718,477,0.010000,0.000100
8,0.141,0.723,478,0.010000,0.000100
9,0.140,0.697,479,0.010000,0.000100
10,0.122,0.710,480,0.010000,0.000100
11,0.135,0.705,481,0.010000,0.000100
12,0.117,0.718,482,0.010000,0.000100
1,0.136,0.702,478,0.010000,0.000100
2,0.133,0.710,475,0.010000,0.000100
3,0.147,0.717,483,0.010000,0.000100
4,0.127,0.726,484,0.010000,0.000100
5,0.121,0.664,485,0.010000,0.000100
6,0.110,0.688,486,0.010000,0.000100
7,0.137,0.699,487,0.010000,0.000100
8,0.119,0.707,488,0.010000,0.000100
9,0.143,0.709,489,0.010000,0.000100
10,0.128,0.708,490,0.010000,0.000100
11,0.103,0.708,491,0.010000,0.000100
12,0.124,0.709,492,0.010000,0.000100
1,0.111,0.693,484,0.010000,0.000100
2,0.142,0.715,483,0.010000,0.000100
3,0.119,0.718,493,0.010000,0.000100
4,0.137,0.710,494,0.010000,0.000100
5,0.132,0.686,495,0.010000,0.000100
6,0.120,0.698,496,0.010000,0.000100
7,0.143,0.713,497,0.010000,0.000100
8,0.145,0.729,498,0.010000,0.000100
9,0.145,0.719,499,0.010000,0.000100
10,0.101,0.714,500,0.010000,0.000100
11,0.128,0.695,501,0.010000,0.000100
12,0.107,0.737,502,0.010000,0.000100
1,0.132,0.687,502,0.010000,0.000100
2,0.150,0.701,498,0.010000,0.000100
3,0.146,0.707,503,0.010000,0.000100
4,0.101,0.682,504,0.010000,0.000100
5,0.139,0.710,505,0.010000,0.000100
6,0.108,0.690,506,0.010000,0.000100
7,0.141,0.725,507,0.010000,0.000100
8,0.155,0.709,508,0.010000,0.000100
9,0.123,0.703,509,0.010000,0.000100
10,0.135,0.723,510,0.010000,0.000100
11,0.152,0.698,511,0.010000,0.000100
12,0.149,0.715,512,0.010000,0.000100
1,0.158,0.700,507,0.010000,0.000100
2,0.144,0.718,510,0.010000,0.000100
3,0.111,0.684,513,0.010000,0.000100
4,0.108,0.725,514,0.010000,0.000100
5,0.116,0.715,515,0.010000,0.000100
6,0.122,0.726,516,0.010000,0.000100
7,0.103,0.722,517,0.010000,0.000100
8,0.110,0.694,518,0.010000,0.000100
9,0.106,0.664,519,0.010000,0.000100
10,0.127,0.708,520,0.010000,0.000100
11,0.115,0.702,521,0.010000,0.000100
12,0.154,0.719,522,0.010000,0.000100
1,0.155,0.714,516,0.010000,0.000100
2,0.147,0.696,514,0.010000,0.000100
3,0.115,0.696,523,0.010000,0.000100
4,0.114,0.658,524,0.010000,0.000100
5,0.130,0.716,525,0.010000,0.000100
6,0.104,0.708,526,0.010000,0.000100
7,0.107,0.690,527,0.010000,0.000100
8,0.108,0.691,528,0.010000,0.000100
9,0.097,0.696,529,0.010000,0.000100
10,0.103,0.704,530,0.010000,0.000100
11,0.122,0.680,531,0.010000,0.000100
12,0.115,0.687,532,0.010000,0.000100
