0.12500,0.09608 
0.11333,0.10467 
0.13167,0.10300 
0.11867,0.10856 
0.12033,0.10200 
0.12767,0.10294 
0.12567,0.11497 
0.12400,0.10881 
0.12500,0.11158 
0.12767,0.11247 
0.12933,0.11356 
0.12867,0.11414 
0.13333,0.11703 
0.13367,0.11442 
0.12900,0.11494 
0.13333,0.11250
0.13233,0.11869 
0.13233,0.11847 
0.12800,0.11608 
0.13467,0.11544 
0.12633,0.11725 
0.13600,0.11847 
0.13467,0.11964 
0.14533,0.12239 
0.13733,0.12764 
0.14100,0.12517 
0.13833,0.12656 
0.14033,0.12281 
0.13800,0.12069 
0.14267,0.12403 
0.13433,0.12011 
0.14400,0.13219 
0.15133,0.12558 
0.14533,0.12961 
0.14633,0.12286 
0.14400,0.12850 
0.14500,0.12211 
0.16500,0.12786 
0.14933,0.12653 
0.15600,0.13644 
0.15267,0.13411 
0.15733,0.13125 
0.16467,0.13756 
0.15500,0.12739 
0.15567,0.13861 
0.16067,0.13525 
0.16433,0.13733 
0.16067,0.13922 
0.16833,0.14083 
0.16200,0.13775 
0.15400,0.13211 
0.15833,0.13181 
0.16767,0.13589 
0.16767,0.14558 
0.17567,0.13914 
0.16267,0.13789 
0.16000,0.14156 
0.16233,0.13556 
0.16833,0.14983 
0.17000,0.14567 
0.15800,0.13739 
0.15333,0.13725 
0.16433,0.13631 
0.17167,0.14225 
0.15633,0.14008 
0.15733,0.12775 
0.16300,0.14817 
0.15067,0.13644 
0.16900,0.14053 
0.16067,0.14003 
0.16300,0.14364 
0.16867,0.14397 
0.17500,0.13631 
0.17100,0.14575 
0.17500,0.14403 
0.17133,0.14778 
0.17633,0.15150 
0.17833,0.14686 
0.18100,0.15722 
0.17400,0.14850 
0.17333,0.13497 
0.17967,0.14847 
0.18333,0.15225 
0.17500,0.15356 
0.17367,0.14764 
0.17000,0.14258 
0.16033,0.14675 
0.17233,0.14972 
0.16233,0.14928 
0.17033,0.14164 
0.17267,0.14703 
0.16767,0.14428 
0.18600,0.14097 
0.17433,0.15308 
0.17300,0.14447 
0.18800,0.15542 
0.18533,0.15894 
0.18433,0.14931 
0.18167,0.15808 
0.17100,0.15225 
0.17467,0.15253 
0.17533,0.15597 
0.17500,0.15733 
0.18267,0.14900 
0.18500,0.14714 
0.17233,0.14658 
0.17067,0.14897 
0.17267,0.15544 
0.18233,0.14889 
0.17600,0.15539 
0.17800,0.14469 
0.18533,0.14781 
0.17267,0.14672 
0.19067,0.15247 
0.18133,0.15642 
0.19533,0.14786 
0.18967,0.15808 
0.18933,0.15436 
0.18600,0.15133 
0.18667,0.15881 
0.20200,0.15692 
0.18400,0.15328 
0.19067,0.15078 
0.19067,0.15069 
0.18000,0.14953 
0.19233,0.15306 
0.18700,0.14731 
